person_id,first_name,middle_name,last_name,birthDate,country,deathDate,birthdate,deathdate,gender
5648,Norman,R.,Palmer,,,,,,
5649,N.,Paul,Kenworthy,,,,,,
5650,Paul,J.,Smith,,,,1906-10-30,"January 25, 1985",Male
5651,George,,Lowe,,,,,,
5652,Group,,3,,,,,,
5653,Louis,,MacNeice,,,,,,
5654,Adrian,de,Potier,,,,,,
5655,John,,Noel,,,,,,
5656,Tom,,Stobart,,,,,,
5657,Arthur,,Benjamin,,,,,,
5658,Leon,,Clore,,,,1918-07-09,9 February 1992,
5659,Michael,,Waldman,,,,,,
5660,Castleton,,Knight,,,,1894-08-09,3 April 1970,
5661,Christopher,,Fry,,,,,,
5662,Guy,,Warrack,,,,,,
5663,Lloyd,L.,Richardson,,,,,,
5664,Morten,,Parker,,,,,,
5665,Guy,,Glover,,,,,,
5666,Gudrun,,Parker,,,,,,
5667,Douglas,TunstellKenneth,Heeley-Ray,,,,,,
5668,Donald,,Wilder,,,,,,
5669,Louis,,Applebaum,,,,1918-04-03,"April 19, 2000",
5670,Nancy,,Hamilton,,,,,,
5671,Nancy,HamiltonJames L.,Shute,,,,,,
5672,James,L.,Shute,,,,,,
5673,Morgan,,Lewis,,,,,,
5674,Jacques,,Dupont,,,,,,
5675,René,,Risacher,,,,,,
5676,Jacques,DupontPierre,Gillette,,,,,,
5677,Jacques,,Cousteau,,,,,,
5678,Titanus,,,,,,,,
5679,James,,Dugan,,,,,,
5680,Georges,,Alépée,,,,,,
5681,Louis,MalleUnderwater photography:Philippe,Agostino,,,,,,
5682,Yves,,Baudrier,,,,,,
5683,Jacques-Yves,,Cousteau,,,,1910-06-11,25 June 1997,
5684,Louis,Clyde,Stoumen,,,,1917-07-15,"September 20, 1991",
5685,Bjarne,,Henning-Jensen,,,,,,
5686,Werner,HedmanGeorge,Stretton,,,,,,
5687,Herman,D.,Koppel,,,,,,
5688,The,Government Film Committee of,Denmark,,,,,,
5689,Jerome,,Hill,,,,1905-03-02,"November 21, 1972",Male
5690,Albert,,Schweitzer,,,,,,
5691,Luke,,Bennett,,,,,,
5692,Erica,,Anderson,,,,,,
5693,Lionel,,Rogosin,,,,"January 22, 1924","December 8, 2000",Male
5694,Mark,,Sufrin,,,,,,
5695,Richard,,Bagley,,,,,,
5696,Carlos,,Velo,,,,,,
5697,Manuel,Barbachano,Ponce,,,,,,
5698,Hugo,,Butler,,,,,,
5699,Miguel,CamposLuis,Sobreyra,,,,,,
5700,Ramón,,Muñoz,,,,,,
5701,James,,Carr,,,,,,
5702,Dennis,,Gurney,,,,,,
5703,George,LoweDerek,Wright,,,,,,
5704,Humphrey,,Searle,,,,,,
5705,Robert,H.,Cr,,,,,,
5706,all,,,,,,,,
5707,Robert,,Snyder,,,,,,
5708,Lee,R.,Bobker,,,,,,
5709,Nathan,,Zucker,,,,,,
5710,Bernhard,,Grzimek,,,,1909-04-24,13 March 1987,Male
5711,Klaus,,Dudenhöfer,,,,,,
5712,Wolfgang,,Zeller,,,,,,
5713,David,L.,Wolper,,,,1928-01-11,"August 10, 2010",Male
5714,The,Horse with the Flying,Tail,,,,1960-12-21,,
5715,Robert,D.,Fraser,,,,,,
5716,Pierre,Dominique,Gaisseau,,,,,,
5717,Arthur,,Cohn,,,,1927-02-04,,
5718,René,,Lafuite,,,,,,
5719,Georges,,Arnstam,,,,,,
5720,Jean,Bardes-PagesGilbert,Sarthre,,,,,,
5721,Romolo,,Marcellini,,,,,,
5722,Franco,,Galliano,,,,,,
5723,Nicolò,,Ferrari,,,,,,
5724,Daniele,G.,Luisi,,,,,,
5725,Angelo,Francesco,Lavagnino,,,,,,
5726,dell,"Istituto Nazionale Luce, Comitato Organizzatore Del Giochi Della XVII",Olimpiade,,,,,,
5727,Louis,Clyde StoumenDon,Devlin,,,,,,
5728,Johann,Wolfgang,Goethe,,,,,,
5729,Kenn,CollinsRichard KaplanMark,Wortreich,,,,,,
5730,Ezra,,Laderman,,,,,,
5731,Hugo,,Niebeling,,,,1931-02-02,9 July 2016,Male
5732,Mannesmann,,,,,,,,
5733,Hugo,NiebelingGertrud,Petermann,,,,,,
5734,Antonio,EstêvãoAnders LembckeHerbert,Müller,,,,,,
5735,Oskar,,Sala,,,,,,
5736,Shirley,,Clarke,,,,,,
5737,Terrence,McCartney,Filgate,,,,,,
5738,Charles,,Gross,,,,,,
5739,Robert,,Hughes,,,,,,
5740,Jacques,,Ertaud,,,,,,
5741,Bernard,,Gorki,,,,,,
5742,Paul,de,Roubaix,,,,,,
5743,Marshall,,Flaum,,,,1925-09-13,"October 1, 2010",Male
5744,Peter,,Baylis,,,,,,
5745,Jack,,Levin,,,,,,
5746,Winston,,Churchill,,,,,,
5747,Victor,,Wolfson,,,,,,
5748,Hone,,Glendinning,,,,,,
5749,Jack,Le,Vien,,,,,,
5750,Mel,,Stuart,,,,1928-09-02,"August 9, 2012",
5751,Theodore,,Strauss,,,,,,
5752,William,T.,Cartwright,,,,,,
5753,Vilis,,Lapenieks,,,,,,
5754,Bert,,Haanstra,,,,1916-05-31,23 October 1997,
5755,Simon,,Carmiggelt,,,,,,
5756,Anton,,Koolhaas,,,,,,
5757,Anton,van,Munster,,,,,,
5758,Jean,,Aurel,,,,,,
5759,Jacques,,Laurent,,,,,,
5760,Anne-Marie,,Cotret,,,,,,
5761,Richard,,Kaplan,,,,,,
5762,Sidney,,Glazier,,,,1916-05-29,"December 14, 2002",Male
5763,Archibald,,Macleish,,,,,,
5764,Miriam,,Arsham,,,,,,
5765,Laurence,E.,Mascott,,,,,,
5766,Alan,H.,Presberg,,,,,,
5767,Ruby,,Raksin,,,,,,
5768,Gordon,,Lang,,,,,,
5769,Peter,,Mills,,,,,,
5770,Vincent,,Mulchrone,,,,,,
5771,Warren,,Tute,,,,,,
5772,Edward,BondChristine GarnerCy,Roth,,,,,,
5773,Marshall,FlaumJanet,Voelker,,,,,,
5774,Nicholas,,Clapp,,,,,,
5775,Frédéric,,Rossif,,,,,,
5776,Nicole,,Stéphane,,,,,,
5777,Madeleine,,Chapsal,,,,,,
5778,Georges,,Barsky,,,,,,
5779,Peter,,Watkins,,,,1935-10-29,,
5780,Peter,,Suschitzky,,,,,,
5781,Alfred,R.,Kelman,,,,1936-05-17,,Male
5782,Eugene,,Boyko,,,,,,
5783,Tom,,Daly,,,,,,
5784,Donald,,Brittain,,,,1928-06-10,"July 21, 1989",
5785,Derek,,May,,,,,,
5786,Rex,TaskerVictor,Merrill,,,,,,
5787,Malca,,Gillson,,,,,,
5788,Alexander,,Grasshoff,,,,1928-12-10,"April 5, 2008",
5789,Sam,,FarnsworthAlex,,,,,,
5790,er,,Grasshoff,,,,,,
5791,Arthur,,Bramble,,,,,,
5792,Nicolas,,Noxon,,,,,,
5793,John,,Soh,,,,,,
5794,Alex,,Grasshoff,,,,1928-12-10,"April 5, 2008",
5795,Haroun,,Tazieff,,,,1914-05-11,2 February 1998,Male
5796,Chris,,Marker,,,,,,
5797,Pierre,,Schoendoerffer,,,,1928-05-05,14 March 2012,Male
5798,Dominique,,Merlin,,,,,,
5799,Murray,,Lerner,,,,1927-05-08,"September 2, 2017",
5800,Howard,,Alk,,,,,,
5801,George,,Pickow,,,,,,
5802,Carroll,,Ballard,,,,1937-10-14,,
5803,Harry,,Booth,,,,,,
5804,The,Duke of,Windsor,,,,,,
5805,Glyn,,Jones,,,,,,
5806,Alan,,Streeter,,,,,,
5807,Dick,,Bayley,,,,,,
5808,William,C.,Jersey,,,,,,
5809,Barry,,Kornfeld,,,,,,
5810,Bill,,McGaw,,,,,,
5811,Western,Behavioral Sciences,Institute,,,,,,
5812,San,Diego State,University,,,,,,
5813,James,,Blue,,,,1930-10-10,"June 14, 1980",
5814,Harry,,Chapin,,,,,,
5815,Bill,,Cayton,,,,,,
5816,Ross,,Greenburg,,,,,,
5817,William,,Cayton,,,,,,
5818,David,H.,Sawyer,,,,,,
5819,J.,,Michaels,,,,,,
5820,Robert,,Elfstrom,,,,,,
5821,Gérard,,Patris,,,,,,
5822,François,,Reichenbach,,,,,,
5823,Bernard,,Chevry,,,,,,
5824,Robert,K.,Sharpe,,,,,,
5825,Nick,,Masci,,,,,,
5826,Michael,,Livesy,,,,,,
5827,Jess,,Soraci,,,,,,
5828,Emile,de,Antonio,,,,1919-05-14,"December 15, 1989",Male
5829,John,,Attlee,,,,,,
5830,Orville,,Schell,,,,,,
5831,Lynzee,,Klingman,,,,1943-12-31,,Female
5832,Steve,,Addiss,,,,,,
5833,Alberto,,Isaac,,,,,,
5834,Federico,,Amérigo,,,,,,
5835,Alberto,IsaacFernando,Macotela,,,,,,
5836,Benjamin,MontanoAntonio,Reynoso,,,,,,
5837,Comite,Organizador de los Juegos de la XIX,Olimpiada,,,,,,
5838,Irwin,,Rosten,,,,,,
5839,Harald,,Reinl,,,,,,
5840,Manfred,BarthelGünther,Eulau,,,,,,
5841,Harald,ReinlWilhelm,Roggersdorf,,,,,,
5842,Hermann,,Haller,,,,,,
5843,Ernst,,Wild,,,,,,
5844,Peter,,Thomas,,,,,,
5845,Dr.,Harald,Reinl,,,,1908-07-08,9 October 1986,Male
5846,Jimmy,,Jacobs,,,,,,
5847,Alan,,Bodian,,,,,,
5848,John,,Dandre,,,,,,
5849,Lawrence,,Garinger,,,,,,
5850,Miles,,Davis,,,,,,
5851,Jim,,Jacobs,,,,"February 18, 1930","March 23, 1988",
5852,Ely,,Landau,,,,1920-01-20,"November 4, 1993",
5853,Lora,HayesJohn N.,Carter,,,,,,
5854,Coleridge-Taylor,,Perkinson,,,,,,
5855,David,H.,Vowell,,,,,,
5856,Kenneth,E.,Stager,,,,,,
5857,John,F.,Link,,,,,,Male
5858,Dory,,Previn,,,,1925-10-22,"February 14, 2012",
5859,David,,Seltzer,,,,,,
5860,Helmuth,BarthWalon GreenVilis LapenieksKen,Middleham,,,,,,
5861,Alan,,Landsburg,,,,1933-05-10,"August 13, 2014",Male
5862,Bruce,,Brown,,,,1937-12-01,"December 10, 2017",Male
5863,Steve,,McQueen,,,,,,
5864,Bruce,BrownBrian,King,,,,,,
5865,Robert,E.,Collins,,,,,,
5866,Dominic,,Frontiere,,,,,,
5867,Lennart,,Ehrenborg,,,,,,
5868,Carlo,MauriKei,Ohara,,,,,,
5869,Marcel,,Ophuls,,,,,,
5870,Norddeutscher,,Rundfunk,,,,,,
5871,Société,suisse de,radiodiffusion,,,,,,
5872,Marcel,Ophuls André,Harris,,,,,,
5873,Claude,,Vajda,,,,,,
5874,André,Gazut Jürgen,Thieme,,,,,,
5875,Marcel,,Ophüls,,,,1927-11-01,,
5876,Howard,,Smith,,,,1936-12-10,"May 1, 2014",
5877,Sarah,,Kernochan,,,,1947-12-30,,
5878,Howard,SmithSarah,Kernochan,,,,,,
5879,Lawrence,,Silk,,,,,,
5880,Otto,,Ketting,,,,,,
5881,Arnold,,Perl,,,,1914-04-14,"December 11, 1971",
5882,Marvin,,Worth,,,,1925-06-06,"April 22, 1998",
5883,Alex,,Haley,,,,,,
5884,Malcolm,,X,,,,,,
5885,Robert,,Hendrickson,,,,1944-09-17,"October 1, 2016",
5886,Laurence,,Merrick,,,,"April 22, 1926","January 26, 1977",Male
5887,Robert,Hendrickson Laurence,Merrick,,,,,,
5888,Joan,Huntington Laurence,Merrick,,,,,,
5889,Clancy,,Syrko,,,,,,
5890,Jack,Beckett Leo,Rivers,,,,,,
5891,Paul,,Watkins,,,,,,
5892,Eckehard,,Munck,,,,,,
5893,Kieth,,Merrill,,,,1940-05-22,,
5894,Douglas,Kent,Hall,,,,,,
5895,Reed,,Smoot,,,,,,
5896,Harold,,Farberman,,,,,,
5897,John,D.,Goodell,,,,,,
5898,Franz,,Baake,,,,,,
5899,Jost,von,Morr,,,,,,
5900,Bengt,von zur,Mühlen,,,,,,
5901,Bengt,von zur,Muehlen,,,,,,
5902,Peter,S.,Brown,,,,,,
5903,Dennis,B.,Kane,,,,,,
5904,Kenneth,M.,Rosen,,,,,,
5905,David,,Newhouse,,,,,,
5906,Mike,HooverDavid,Myers,,,,,,
5907,Billy,,Goldenberg,,,,,,
5908,Herbert,,Kline,,,,,,
5909,Edmund,,Penney,,,,,,
5910,Gertrude,Ross MarksEdmund F.,Penney,,,,,,
5911,Gene,Fowler,Jr.,,,,1941-07-22,"November 28, 2019",Male
5912,Víctor,,Gaitán,,,,,,
5913,Peter,,Davis,,,,1937-01-02,,Male
5914,Richard,,Pearce,,,,,,
5915,Bert,,Schneider,,,,1933-05-05,"December 12, 2011",
5916,Judy,,Collins,,,,1939-05-01,,
5917,Jill,,Godmilow,,,,,,
5918,Judy,CollinsJill,Godmilow,,,,,,
5919,Jil,,Godmilow,,,,,,
5920,Coulter,,Watt,,,,,,
5921,Haim,,Gouri,,,,1923-10-09,31 January 2018,Male
5922,David,BergmanJacques EhrlichHaim GouriBeit Lohamei,HaGhettaot,,,,,,
5923,Jacques,,Ehrlich,,,,,,
5924,Eugene,S.,Jones,,,,,,
5925,Eugene,S. JonesNatalie R.,Jones,,,,,,
5926,Stephen,,Milne,,,,,,
5927,Tony,,Mander,,,,,,
5928,Natalie,R.,Jones,,,,,,
5929,F.,R.,Crawley,,,,1911-11-14,"May 13, 1987",Male
5930,Judith,,Crawley,,,,,,
5931,Bob,CooperMillie,Moore,,,,,,
5932,Mitsuji,,Kanau,,,,,,
5933,Larry,,Crosley,,,,,,
5934,Keith,F.,Critchlow,,,,,,
5935,Keith,CritchlowWalter F.,Parkes,,,,,,
5936,Craig,,Safan,,,,,,
5937,Glen,,Pearcy,,,,,,
5938,Peter,,Matthiessen,,,,,,
5939,Luis,,Valdez,,,,,,
5940,National,Geographic,Society,,,,,,
5941,Hyman,,Kaufman,,,,,,
5942,Claudia,,Weill,,,,,,
5943,Aviva,SlesinClaudia,Weill,,,,,,
5944,Joan,WeidmanClaudia,Weill,,,,,,
5945,Barbara,,Kopple,,,,1946-07-30,,
5946,Lora,,Hays,,,,,,
5947,Kevin,KeatingHart,Perry,,,,,,
5948,Hazel,DickensMerle TravisDavid,Morris,,,,,,
5949,David,,Helpern,,,,,,
5950,Arnie,,Reisman,,,,,,
5951,Barry,,Abrams,,,,,,
5952,James,,Gutman,,,,,,
5953,David,Helpern,Jr.,,,,,,
5954,Michael,,Firth,,,,,,
5955,Molly,,Gregory,,,,,,
5956,Michael,,Economou,,,,,,
5957,Geoff,,Cocks,,,,,,
5958,Anthony,,Howarth,,,,,,
5959,David,,Koff,,,,1939-09-24,"March 6, 2014",
5960,Carolyn,,Hicks,,,,,,
5961,Michael,,Dodds,,,,,,
5962,G.T.,,Moore,,,,,,
5963,Shusha,,Guppy,,,,,,
5964,James,de B.,Domville,,,,,,
5965,Abbey,Jack,Neidik,,,,,,
5966,Alain,,Clavier,,,,,,
5967,John,,Korty,,,,1936-07-22,"March 9, 2022",Male
5968,Janet,,Peoples,,,,,,
5969,Jon,,Else,,,,1944-06-16,,
5970,Ed,,Bogas,,,,,,
5971,Robert,,Dornhelm,,,,1947-12-17,,
5972,Earle,,Mack,,,,1936-07-11,,
5973,Beth,,Gutcheon,,,,,,
5974,Tina,,Frese,,,,,,
5975,Karl,,Kofler,,,,,,
5976,Tony,,Ianzelo,,,,1935-06-13,,
5977,Colin,,Low,,,,,,
5978,Torben,SchiolerDonald,Douglas,,,,,,
5979,Donald,,Douglas,,,,,,
5980,Harry,,Rasky,,,,1928-05-09,9 April 2007,
5981,Arla,,Saare,,,,,,
5982,Kenneth,W.,Gregg,,,,,,
5983,Jim,,Klein,,,,,,
5984,Miles,,Mogulescu,,,,,,
5985,Julia,,Reichert,,,,1946-06-16,"December 1, 2022",
5986,Jim,KleinMiles MogulescuJulia,Reichert,,,,,,
5987,Jim,KleinJulia,Reichert,,,,,,
5988,Tony,HerizaSherry,Novick,,,,,,
5989,Arnold,,Shapiro,,,,1941-02-01,,
5990,Bob,,Niemack,,,,,,
5991,William,,Moffitt,,,,,,
5992,Denise,de Casabianca Claude,Lamorisse,,,,,,
5993,Guy,,Tabary,,,,,,
5994,Joan,,Root,,,,,,
5995,Alan,,Root,,,,,,
5996,Joan,RootAlan,Root,,,,,,
5997,Jean-Pierre,,Dutilleux,,,,,,
5998,Luiz,Carlos,Saldanha,,,,,,
5999,Jean-Pierre,DutilleuxLuiz Carlos,Saldanha,,,,,,
6000,Jean-Pierre,DutilleuxLuiz Carlos SaldanhaBarry Hugh,Williams,,,,,,
6001,Vera,,Freire,,,,,,
6002,Lorraine,,Gray,,,,,,
6003,Anne,BohlenLyn GoldfarbLorraine,Gray,,,,,,
6004,Steve,,Gray,,,,,,
6005,Anne,,Bohlen,,,,,,
6006,Lyn,Goldfarb and Lorraine,Gray,,,,,,
6007,Ira,,Wohl,,,,,,
6008,Tom,,McDonough,,,,,,
6009,David,,Vassar,,,,,,
6010,David,VassarAndrew,Finley,,,,,,
6011,John,,Hiller,,,,,,
6012,David,A.,Vassar,,,,,,
6013,Paul,,Cowan,,,,,,
6014,Jacques,,Bobet,,,,,,
6015,Robert,,Verrall,,,,,,
6016,Paul,Cowan Steven Kellar Jeepy Macadam Rosemarie,Shapley,,,,,,
6017,Georges,Dufaux Pierre Letarte Tony Westman Paul,Cowan,,,,,,
6018,Steve,,Singer,,,,,,
6019,Tom,,Priestley,,,,1932-04-22,25 December 2023,
6020,Tom,PriestleySteve,Singer,,,,,,
6021,Brit,,Hume,,,,,,
6022,Pat,CookGerald Kline Walter,Esserfeld,,,,,,
6023,Greg,,Andracke,,,,,,
6024,Wisconsin,Educational Television,Network,,,,,,
6025,Chuck,,France,,,,,,
6026,Dan,,Lerner,,,,,,
6027,Richard,,March,,,,,,
6028,From,Mao to Mozart: Isaac Stern in,China,,,,1979,,
6029,Ross,,Spears,,,,,,
6030,Jude,,Cassidy,,,,,,
6031,Anthony,,Forma,,,,,,
6032,Jon,H.,Else,,,,,,
6033,Tom,McDonoughDavid EsparStephen,Lighthill,,,,,,
6034,Martin,,Bresnick,,,,,,
6035,David,,Bradbury,,,,,,
6036,Dieter,,Hildebr,,,,,,
6037,t,,,,,,,,
6038,Nicolas,,Joray,,,,,,
6039,Arnold,,Schwartzman,,,,,,
6040,Rabbi,Marvin,Hier,,,,,,
6041,Martin,,Gilbert,,,,,,
6042,Marvin,,Hier,,,,,,Male
6043,Bob,,Jenkis,,,,,,
6044,Peter,,Shillingford,,,,,,
6045,Jim,,Burroughs,,,,,,
6046,Fort,"Chaffee,",Arkansas,,,,,,
6047,Key,,West,,,,,,
6048,"Mariel,",,Cuba,,,,,,
6049,John,,Brousek,,,,,,
6050,Suzanne,BaumanPaul,Neshamkin,,,,,,
6051,Suzanne,,Bauman,,,,,,
6052,Paul,Neshamkin and Jim,Burroughs,,,,,,
6053,Ken,,Burns,,,,1953-07-29,,
6054,WETA-TV,,,,,,,,
6055,WNET,,,,,,,,
6056,Amy,,Stechler,,,,,,
6057,Ken,BurnsBuddy,Squires,,,,,,
6058,Mary,,Benjamin,,,,,,
6059,Boyd,,Estus,,,,,,
6060,Susanne,,Simpson,,,,,,
6061,Glenn,,Silber,,,,,,
6062,Tetê,,Vasconcellos,,,,,,
6063,Claudia,,Vianello,,,,,,
6064,Deborah,,Shaffer,,,,,,
6065,Newton,Thomas,Sigel,,,,,,
6066,Tete,,Vasconcellos,,,,,,
6067,John,,Zaritsky,,,,1943-07-13,30 March 2022,
6068,Glenn,,Sarty,,,,,,
6069,Gordon,,McClennan,,,,,,
6070,John,,Griffin,,,,,,
6071,Sturla,,Gunnarsson,,,,1951-08-30,,
6072,Sturla,GunnarssonArthur HammondSteve,Lucas,,,,,,
6073,Steve,,Lucas,,,,,,
6074,Roger,,Mattiussi,,,,,,
6075,Andreas,,Poulsson,,,,,,
6076,Michel,,Chalufour,,,,,,
6077,John,,Karol,,,,,,
6078,Michael,AmbrosinoMichel ChalufourJohn,Karol,,,,,,
6079,Meg,,Switzgable,,,,,,
6080,Mona,,Davis,,,,,,
6081,Robert,,Chappell,,,,,,
6082,Muriel,,Balash,,,,,,
6083,ABC,Video,Enterprises,,,,,,
6084,Joseph,,Wishy,,,,,,
6085,Emile,,Ardolino,,,,1943-05-09,"November 20, 1993",Male
6086,Edgar,J.,Scherick,,,,,,
6087,Ara,,Chekmayan,,,,,,
6088,Richard,,Kotuk,,,,1943-11-23,"February 10, 1998",
6089,Chuck,,Levey,,,,,,
6090,Robin,,Anderson,,,,,,
6091,Bob,,Connolly,,,,,,
6092,Robin,AndersonBob,Connolly,,,,,,
6093,Martyn,DownStewart,Young,,,,,,
6094,Dennis,,O'Rourke,,,,,,
6095,Michael,,Bryans,,,,,,
6096,Tina,,Viljoen,,,,,,
6097,Bill,,Brind,,,,,,
6098,Barrie,,Howells,,,,,,
6099,John,,Kramer,,,,,,
6100,Gwynne,,Dyer,,,,,,
6101,James,KleinJulia,Reichert,,,,,,
6102,Sandi,,Sissel,,,,,,
6103,Martin,,Duckworth,,,,,,
6104,David,K.,Dunaway,,,,,,
6105,Rob,,Epstein,,,,1955-04-06,,
6106,Rob,EpsteinCarter WilsonJudith,Coburn,,,,,,
6107,Deborah,,Hoffmann,,,,"October 17, 1947",,Female
6108,Frances,,Reid,,,,,,
6109,Charles,,Guggenheim,,,,1924-03-31,"October 9, 2002",
6110,Charles,GuggenheimNancy,Sloss,,,,,,
6111,Wayne,,Ewing,,,,,,
6112,Frank,,Christopher,,,,,,
6113,Alex,W.,Drehsler,,,,,,
6114,Bayerischer,,Rundfunk,,,,,,
6115,Maximilian,SchellMeir,Dohnal,,,,,,
6116,Heidi,,Genée,,,,,,
6117,Henry,HauckPavel HisplerIvan,Slapeta,,,,,,
6118,Nicolas,,Economou,,,,,,
6119,Zev,,Braun,,,,1928-10-19,"October 17, 2019",
6120,Martin,,Bell,,,,,,
6121,Cheryl,,McCall,,,,,,
6122,Nancy,,Baker,,,,,,
6123,Victoria,,Mudd,,,,,,
6124,Joanne,D'AntonioMaria FlorioVictoria MuddVivien,Hillgrove,,,,,,
6125,Baird,,Bryant,,,,,,
6126,Frederick,,Elmes,,,,,,
6127,Laura,,Nyro,,,,,,
6128,Maria,,Florio,,,,,,
6129,Susana,Blaustein,Muñoz,,,,,,Female
6130,Lourdes,,Portillo,,,,1943-11-11,20 April 2024,
6131,Susana,Blaustein MuñozLourdes,Portillo,,,,,,
6132,Irving,,Saraf,,,,,"December 26, 2012",Male
6133,Malcolm,,Clarke,,,,,,
6134,Filmworks,,,,,,,,
6135,Japhet,,Asher,,,,1961-01-14,,
6136,Geoffrey,C.,Ward,,,,,,
6137,Bernard,,Weisberger,,,,,,
6138,Buddy,,Squires,,,,,,
6139,Steven,,Okazaki,,,,1952-03-12,,
6140,Jane,,Kaihatsu,,,,,,
6141,Brigitte,,Berman,,,,,,
6142,Don,,Haig,,,,,,
6143,Mark,,Irwin,,,,,,
6144,Artie,,Shaw,,,,1910-05-23,"December 30, 2004",
6145,Joseph,,Feury,,,,,,
6146,Milton,Moses,Ginsberg,,,,,,
6147,Tom,,Hurwitz,,,,,,
6148,Tom,,Manoff,,,,,,
6149,David,,Knaus,,,,,,
6150,Inti-Illimani,,,,,,,,
6151,Amram,,Nowak,,,,,,
6152,Kirk,,Simon,,,,1954-07-25,"April 14, 2018",Male
6153,Riva,,Freifeld,,,,,,
6154,Jerry,PantzerGreg AndrakeKirk,Simon,,,,,,
6155,Sharon,I.,Sopher,,,,,,
6156,Peter,,Kinoy,,,,,,
6157,Laurence,,Solomon,,,,,,
6158,Peter,,Tischhauser,,,,,,
6159,Aviva,,Slesin,,,,,,
6160,Peter,,Foges,,,,,,
6161,Mary,Jo,Kaplan,,,,,,
6162,Orlando,,Bagwell,,,,,,
6163,Callie,,Crossley,,,,,,
6164,Louis,,Massiah,,,,,,
6165,Samuel,D.,Pollard,,,,,,
6166,Jacqueline,,Shearer,,,,,,
6167,Paul,,Stekler,,,,,,
6168,Henry,,Hampton,,,,,,
6169,Lillian,,Benson,,,,,,
6170,Jeanne,,Jordan,,,,,,
6171,Michael,,Camerini,,,,,,
6172,John,,Junkerman,,,,,,
6173,James,,MacDonald,,,,,,
6174,John,W.,Dower,,,,1938-06-21,,
6175,Robert,,Stone,,,,,,Male
6176,Kevin,,Rafferty,,,,,,
6177,John,RayterRobert,Stone,,,,,,
6178,Nigel,,Noble,,,,,,
6179,Cyril,,Christo,,,,,,
6180,Barbara,,Herbich,,,,,,
6181,Robert,,Bilheimer,,,,,,
6182,Ronald,,Mix,,,,,,
6183,Tom,McMurtryWilliam,Tadler,,,,,,
6184,Bruce,,Weber,,,,1946-03-29,,
6185,Angelo,,Corrao,,,,,,
6186,Jeff,,Preiss,,,,,,
6187,Chet,,Baker,,,,,,
6188,Ginny,,Durrin,,,,,,
6189,Christine,,Choy,,,,,,
6190,Renee,,Tajima-Peña,,,,,,Female
6191,Film,News Now,Foundation,,,,,,
6192,WTVS,,,,,,,,
6193,Holly,,Fisher,,,,,,
6194,Kyle,,Kibbe,,,,,,
6195,Jeffrey,,Friedman,,,,,,
6196,Bill,,Couturié,,,,,,
6197,Rob,EpsteinJeffrey FriedmanCindy,Ruskin,,,,,,
6198,Rob,EpsteinJeffrey,Friedman,,,,,,
6199,Jean,de,Segonzac,,,,,,
6200,Bobby,,McFerrin,,,,,,
6201,Richard,,Kilberg,,,,,,
6202,Phyllis,GarlandRichard,Kilberg,,,,,,
6203,Bill,,Sheehy,,,,,,
6204,Yvonne,,Smith,,,,,,
6205,Vince,,DiPersio,,,,,,
6206,Bill,,Guttentag,,,,,,
6207,Vince,DiPersioBill,Guttentag,,,,,,
6208,Tangerine,,Dream,,,,,,
6209,William,,Guttentag,,,,,,
6210,Fred,,Miller,,,,,,
6211,Susan,,Korda,,,,,,
6212,Brian,,Eno,,,,,,
6213,Roger,,Eno,,,,,,
6214,Daniel,,Lanois,,,,,,
6215,Bill,JerseyJudith,Leonard,,,,,,
6216,Gary,,Weimberg,,,,,,
6217,Bill,,Jersey,,,,,,
6218,Mark,,Adler,,,,,,
6219,Mark,,Kitchell,,,,,,
6220,Susan,,Griffin,,,,,,
6221,Veronica,,Selver,,,,,,
6222,Stephen,,Lighthill,,,,,,
6223,Various,,artists,,,,,,
6224,Mark,,Mori,,,,,,
6225,Connie,,Field,,,,,,
6226,Phil,,Cousineau,,,,,,
6227,Yasha,,Aginsky,,,,,,
6228,Judith,,Montell,,,,,,
6229,Eugene,CorrRobert,Hillmann,,,,,,
6230,Robert,,Hillmann,,,,,,
6231,Eugene,,Corr,,,,,,
6232,Allie,,Light,,,,,,
6233,Michael,,Chin,,,,,,
6234,Nonny,de la,Peña,,,,,,
6235,Alan,,Raymond,,,,,,
6236,Alan,RaymondSusan,Raymond,,,,,,
6237,Susan,,Raymond,,,,,,
6238,Hava,Kohav,Beller,,,,,,
6239,Tonicka,JanekDavid RogowJuliet,Weber,,,,,,
6240,Gábor,BagyoniVolker RoddeMartin,Schaer,,,,,,
6241,Lawrence,,Hott,,,,,,
6242,Diane,,Garey,,,,,,
6243,Barbara,,Trent,,,,,,
6244,David,,Kaspar,,,,,,
6245,Manuel,BeckerMichael,Dobo,,,,,,
6246,Chuck,,Wild,,,,,,
6247,David,,Kasper,,,,,,
6248,Richard,,Schmiechen,,,,,,
6249,David,,Haugland,,,,,,
6250,Nancy,,Frazen,,,,,,
6251,David,,Douglas,,,,,,
6252,Sally,,Dundas,,,,,,
6253,Diane,,Roberts,,,,,,
6254,Barbara,,Kerr,,,,,,
6255,Bill,,Miles,,,,1931-04-18,"May 12, 2013",Male
6256,Nina,,Rosenblum,,,,,,
6257,Bill,MilesNina,Rosenblum,,,,,,
6258,John,,Crowley,,,,,,
6259,Steven,,Olswang,,,,,,
6260,Joshua,,Waletzky,,,,,,
6261,La,,Sept,,,,,,
