person_id,first_name,middle_name,last_name,birthDate,country,deathDate
5592,Robert,B.,Sinclair,1905-01-01,US,1970-01-01
5572,United,States Merchant,Marine,,,
5574,United,States Army Air,Force,,,
5590,Edward,,Steichen,1879-01-01,Luxembourg,1973-01-01
5601,Sid,,Rogell,1900-01-01,United States,1973-01-01
5597,William,,Alwyn,1905-01-01,United Kingdom,1985-01-01
5595,Ministry,of,Information,,,
5596,Russ,,Meyer,1922-01-01,United States,2004-01-01
5603,Helen,,Palmer,,,
5600,Richard,,Fleischer,1916-01-01,United States,2006-01-01
5585,United,States Army Pictorial,Service,,,
5582,United,States Department of War Special Service,Division,,,
5589,United,States Office of Strategic Services Field Photographic,Bureau,,,
5587,David,,Zablodowsky,,,
5604,Willard,Van,Dyke,1906-01-01,1906,1986-01-01
5586,Carl,,Marzani,,,1994-01-01
5609,Paul,,Rotha,1907-01-01,United Kingdom,1984-01-01
5579,United,States,Army,,,
5607,Henry,,Brant,1913-01-01,Canada,2008-01-01
5580,War,Department Special Service,Division,,,
5594,Harold,Medford Owen,Crump,,,
5612,Orville,O.,Dull,1888-01-01,United States,1978-01-01
5591,United,States,Navy,,,
5610,Arthur,,Calder-Marshall,1908-01-01,United Kingdom,1992-01-01
5602,Theodor,S.,Geisel,1904-01-01,United States,1991-01-01
5611,Wolfgang,,Suschitzky,,Austria,2016-01-01
5614,Fredrick,Y.,Smith,1903-01-01,United States,1991-01-01
5593,Ronald,,Reagan,1911-01-01,United States,2004-01-01
5625,Jack,,Arnold,,,
5606,Aram,,Boyajian,,,
5623,Paul,F.,Heard,1913-01-01,US,1964-01-01
5615,Navy,,Navy,,,
5605,Irving,,Jacoby,,,
5620,John,,Taylor,,,
5616,Marine,,Corps,,,
5629,Gerald,,Hirschfeld,1921-01-01,United States,2017-01-01
5608,United,States Department of State Office of Information and Educational,Exchange,,,
5619,Max,,Anderson,,,
5632,Gordon,,Douglas,,,
5618,Terry,,Bishop,1912-01-01,United Kingdom,1981-01-01
5631,Olle,,Nordemar,1914-01-01,Sweden,1999-01-01
5613,Harvey,S. HaislipWilliam C.,Park,,,
5633,Bryan,,Foy,1896-01-01,United States,1977-01-01
5635,Edwin,B.,DuPar,1885-01-01,United States,1961-01-01
5634,Crane,,Wilbur,1886-01-01,United States,1973-01-01
5637,Paul,,Sawtell,,,
5638,Herman,,Hoffman,1844-01-01,Prussia,1931-01-01
5626,Jack,ArnoldLee,Goodman,,,
5621,Fred,,Gamage,,,
5617,Coast,Guard and Army,cameramen,,,
5646,Jack,,Moffitt,,,
5627,Morton,,Wishengrad,,,
5636,Irwin,,Allen,1916-01-01,United States,1991-01-01
5642,Lloyd,,Nosler,,United States,1985-01-01
5622,Charles,F.,Schwep,,,
5628,Charles,R.,Senf,,,
5641,Hall,,Bartlett,1922-01-01,United States,1993-01-01
5643,Virgil,,Miller,1886-01-01,United States,1974-01-01
5647,Ted,,Sears,,,
5644,James,,Algar,1912-01-01,United States,1998-01-01
5645,Winston,,Hibler,1910-01-01,United States,1976-01-01
5630,Thor,,Heyerdahl,1914-01-01,Norway,2002-01-01
5648,Norman,R.,Palmer,1918-01-01,United States,2013-01-01
5640,Norman,,Foster,1935-01-01,United Kingdom,
5649,N.,Paul,Kenworthy,1925-01-01,United States,2010-01-01
5599,the,United States of,America,,,
5650,Paul,J.,Smith,,,
5655,John,,Noel,,,
5651,George,,Lowe,1957-01-01,United States,2025-01-01
5659,Michael,,Waldman,,,
5656,Tom,,Stobart,,,
5660,Castleton,,Knight,1894-01-01,United Kingdom,1970-01-01
5663,Lloyd,L.,Richardson,,,
5658,Leon,,Clore,1918-01-01,United Kingdom,1992-01-01
5657,Arthur,,Benjamin,,,
5639,Harry,KomerLaurie,Vejar,,,
5662,Guy,,Warrack,,,
5665,Guy,,Glover,,,
5664,Morten,,Parker,1919-01-01,Canada,2014-01-01
5661,Christopher,,Fry,1907-01-01,United Kingdom,2005-01-01
5668,Donald,,Wilder,,,
5666,Gudrun,,Parker,1920-01-01,Canada,2022-01-01
5653,Louis,,MacNeice,1907-01-01,Ireland,1963-01-01
5670,Nancy,,Hamilton,,,
5669,Louis,,Applebaum,1918-01-01,Canada,2000-01-01
5673,Morgan,,Lewis,,,
5674,Jacques,,Dupont,,,
5679,James,,Dugan,,,
5678,Titanus,,Titanus,,,
5682,Yves,,Baudrier,1906-01-01,France,1988-01-01
5685,Bjarne,,Henning-Jensen,1908-01-01,Denmark,1995-01-01
5684,Louis,Clyde,Stoumen,1917-01-01,United States,1991-01-01
5689,Jerome,,Hill,1905-01-01,United States,1972-01-01
5687,Herman,D.,Koppel,1908-01-01,Denmark,1998-01-01
5677,Jacques,,Cousteau,1910-01-01,France,1997-01-01
5693,Lionel,,Rogosin,,United States,2000-01-01
5695,Richard,,Bagley,1927-01-01,United States,2001-01-01
5690,Albert,,Schweitzer,1875-01-01,Germany,1965-01-01
5654,Adrian,de,Potier,,,
5696,Carlos,,Velo,1909-01-01,Spain,1988-01-01
5683,Jacques-Yves,,Cousteau,1910-01-01,France,1997-01-01
5697,Manuel,Barbachano,Ponce,,,
5698,Hugo,,Butler,1914-01-01,Canada,1968-01-01
5701,James,,Carr,,,
5672,James,L.,Shute,,,
5700,Ramón,,Muñoz,,,
5675,René,,Risacher,,,
5671,Nancy,HamiltonJames L.,Shute,,,
5676,Jacques,DupontPierre,Gillette,,,
5680,Georges,,Alépée,,,
5704,Humphrey,,Searle,,,
5686,Werner,HedmanGeorge,Stretton,,,
5707,Robert,,Snyder,,,
5706,all,,all,,,
5692,Erica,,Anderson,,Austria,1976-01-01
5681,Louis,MalleUnderwater photography:Philippe,Agostino,,,
5691,Luke,,Bennett,,,
5667,Douglas,TunstellKenneth,Heeley-Ray,,,
5708,Lee,R.,Bobker,,,
5712,Wolfgang,,Zeller,,,
5710,Bernhard,,Grzimek,1909-01-01,Germany,1987-01-01
5711,Klaus,,Dudenhöfer,1924-01-01,Germany,2008-01-01
5713,David,L.,Wolper,1928-01-01,United States,2010-01-01
5694,Mark,,Sufrin,,,
5716,Pierre,Dominique,Gaisseau,,,
5717,Arthur,,Cohn,1927-01-01,Switzerland,
5721,Romolo,,Marcellini,1910-01-01,Italy,1999-01-01
5725,Angelo,Francesco,Lavagnino,,,
5699,Miguel,CamposLuis,Sobreyra,,,
5731,Hugo,,Niebeling,1931-01-01,Germany,2016-01-01
5703,George,LoweDerek,Wright,,,
5702,Dennis,,Gurney,,,
5730,Ezra,,Laderman,,,
5732,Mannesmann,,Mannesmann,,,
5728,Johann,Wolfgang,Goethe,1749-01-01,Holy Roman Empire,1832-01-01
5735,Oskar,,Sala,,Germany,2002-01-01
5736,Shirley,,Clarke,1919-01-01,United States,1997-01-01
5709,Nathan,,Zucker,,,
5739,Robert,,Hughes,,,
5738,Charles,,Gross,,,
5715,Robert,D.,Fraser,,,
5719,Georges,,Arnstam,,,
5705,Robert,H.,Cr,,,
5740,Jacques,,Ertaud,1924-01-01,France,1995-01-01
5745,Jack,,Levin,,,
5727,Louis,Clyde StoumenDon,Devlin,,,
5718,René,,Lafuite,,,
5724,Daniele,G.,Luisi,,,
5729,Kenn,CollinsRichard KaplanMark,Wortreich,,,
5720,Jean,Bardes-PagesGilbert,Sarthre,,,
5722,Franco,,Galliano,,,
5723,Nicolò,,Ferrari,,,
5747,Victor,,Wolfson,,,
5748,Hone,,Glendinning,,United Kingdom,1997-01-01
5749,Jack,Le,Vien,,,
5726,dell,"Istituto Nazionale Luce, Comitato Organizzatore Del Giochi Della XVII",Olimpiade,,,
5750,Mel,,Stuart,1928-01-01,United States,2012-01-01
5737,Terrence,McCartney,Filgate,,,
5755,Simon,,Carmiggelt,1913-01-01,Netherlands,1987-01-01
5758,Jean,,Aurel,,,
5761,Richard,,Kaplan,,,
5743,Marshall,,Flaum,1925-01-01,United States,2010-01-01
5756,Anton,,Koolhaas,1912-01-01,Netherlands,1992-01-01
5754,Bert,,Haanstra,1916-01-01,Netherlands,1997-01-01
5759,Jacques,,Laurent,1919-01-01,France,2000-01-01
5733,Hugo,NiebelingGertrud,Petermann,,,
5762,Sidney,,Glazier,1916-01-01,United States,2002-01-01
5746,Winston,,Churchill,1874-01-01,United Kingdom,1965-01-01
5769,Peter,,Mills,,,
5752,William,T.,Cartwright,1920-01-01,United States,2013-01-01
5751,Theodore,,Strauss,,,
5741,Bernard,,Gorki,,,
5770,Vincent,,Mulchrone,,,
5768,Gordon,,Lang,1893-01-01,United Kingdom,1981-01-01
5744,Peter,,Baylis,,,
5771,Warren,,Tute,,,
5763,Archibald,,Macleish,1892-01-01,United States,1982-01-01
5742,Paul,de,Roubaix,,,
5776,Nicole,,Stéphane,1923-01-01,France,2007-01-01
5774,Nicholas,,Clapp,1936-01-01,1936,
5777,Madeleine,,Chapsal,,,
5783,Tom,,Daly,,,
5782,Eugene,,Boyko,,Saskatchewan,
5734,Antonio,EstêvãoAnders LembckeHerbert,Müller,,,
5780,Peter,,Suschitzky,1941-01-01,United Kingdom,
5779,Peter,,Watkins,1935-01-01,United Kingdom,
5757,Anton,van,Munster,,,
5760,Anne-Marie,,Cotret,,,
5775,Frédéric,,Rossif,,,
5784,Donald,,Brittain,1928-01-01,Ontario,1989-01-01
5787,Malca,,Gillson,,Saskatchewan,
5785,Derek,,May,,,
5788,Alexander,,Grasshoff,1928-01-01,United States,2008-01-01
5766,Alan,H.,Presberg,,,
5792,Nicolas,,Noxon,1936-01-01,United Kingdom,2016-01-01
5794,Alex,,Grasshoff,1928-01-01,United States,2008-01-01
5764,Miriam,,Arsham,,,
5765,Laurence,E.,Mascott,,,
5772,Edward,BondChristine GarnerCy,Roth,,,
5767,Ruby,,Raksin,,,
5795,Haroun,,Tazieff,1914-01-01,Russia,1998-01-01
5781,Alfred,R.,Kelman,1936-01-01,United States,
5773,Marshall,FlaumJanet,Voelker,,,
5797,Pierre,,Schoendoerffer,1928-01-01,France,2012-01-01
5796,Chris,,Marker,1921-01-01,France,2012-01-01
5800,Howard,,Alk,,,
5803,Harry,,Booth,,,
5801,George,,Pickow,1922-01-01,United States,2010-01-01
5805,Glyn,,Jones,,,
5802,Carroll,,Ballard,1937-01-01,United States,
5753,Vilis,,Lapenieks,,,
5806,Alan,,Streeter,,,2001-01-01
5778,Georges,,Barsky,,,
5811,Western,Behavioral Sciences,Institute,,,
5791,Arthur,,Bramble,,,
5813,James,,Blue,1930-01-01,United States,1980-01-01
5815,Bill,,Cayton,,,
5786,Rex,TaskerVictor,Merrill,,,
5817,William,,Cayton,,,
5814,Harry,,Chapin,1942-01-01,United States,1981-01-01
5789,Sam,,FarnsworthAlex,,,
5793,John,,Soh,,,
5790,er,,Grasshoff,,,
5821,Gérard,,Patris,,,
5799,Murray,,Lerner,1927-01-01,United States,2017-01-01
5824,Robert,K.,Sharpe,,,
5822,François,,Reichenbach,1921-01-01,France,1993-01-01
5812,San,Diego State,University,,,
5798,Dominique,,Merlin,,,
5807,Dick,,Bayley,,,
5808,William,C.,Jersey,,,
5830,Orville,,Schell,1940-01-01,United States,
5829,John,,Attlee,1956-01-01,,
5809,Barry,,Kornfeld,,,
5816,Ross,,Greenburg,,,
5833,Alberto,,Isaac,1923-01-01,Mexico,1998-01-01
5838,Irwin,,Rosten,,,
5818,David,H.,Sawyer,,,
5839,Harald,,Reinl,1908-01-01,Austria,1986-01-01
5820,Robert,,Elfstrom,,,
5831,Lynzee,,Klingman,1943-01-01,United States,
5810,Bill,,McGaw,,,
5828,Emile,de,Antonio,1919-01-01,United States,1989-01-01
5842,Hermann,,Haller,,,
5819,J.,,Michaels,,,
5823,Bernard,,Chevry,,,
5844,Peter,,Thomas,,,
5825,Nick,,Masci,,,
5827,Jess,,Soraci,,,
5826,Michael,,Livesy,,,
5846,Jimmy,,Jacobs,1984-01-01,United States,
5852,Ely,,Landau,1920-01-01,United States,1993-01-01
5851,Jim,,Jacobs,1942-01-01,United States,
5832,Steve,,Addiss,,,
5854,Coleridge-Taylor,,Perkinson,,,
5835,Alberto,IsaacFernando,Macotela,,,
5834,Federico,,Amérigo,,,
5856,Kenneth,E.,Stager,,,
5857,John,F.,Link,,United States,
5850,Miles,,Davis,1926-01-01,United States,1991-01-01
5836,Benjamin,MontanoAntonio,Reynoso,,,
5837,Comite,Organizador de los Juegos de la XIX,Olimpiada,,,
5840,Manfred,BarthelGünther,Eulau,,,
5859,David,,Seltzer,1940-01-01,United States,
5858,Dory,,Previn,1925-01-01,United States,2012-01-01
5862,Bruce,,Brown,,,
5861,Alan,,Landsburg,1933-01-01,United States,2014-01-01
5841,Harald,ReinlWilhelm,Roggersdorf,,,
5863,Steve,,McQueen,1930-01-01,United States,1980-01-01
5866,Dominic,,Frontiere,1931-01-01,United States,2017-01-01
5843,Ernst,,Wild,,,
5869,Marcel,,Ophuls,1927-01-01,Germany,
5847,Alan,,Bodian,,,
5845,Dr.,Harald,Reinl,,,
5848,John,,Dandre,,,
5849,Lawrence,,Garinger,,,
5871,Société,suisse de,radiodiffusion,,,
5870,Norddeutscher,,Rundfunk,,,
5876,Howard,,Smith,,,
5875,Marcel,,Ophüls,1927-01-01,Germany,
5881,Arnold,,Perl,1914-01-01,1914,1971-01-01
5853,Lora,HayesJohn N.,Carter,,,
5855,David,H.,Vowell,,,
5877,Sarah,,Kernochan,1947-01-01,United States,
5885,Robert,,Hendrickson,,,
5882,Marvin,,Worth,1925-01-01,United States,1998-01-01
5886,Laurence,,Merrick,,Israel,
5865,Robert,E.,Collins,,,
5891,Paul,,Watkins,,,
5883,Alex,,Haley,1921-01-01,United States,1992-01-01
5860,Helmuth,BarthWalon GreenVilis LapenieksKen,Middleham,,,
5864,Bruce,BrownBrian,King,,,
5868,Carlo,MauriKei,Ohara,,,
5873,Claude,,Vajda,,,
5884,Malcolm,,X,1925-01-01,United States,1965-01-01
5872,Marcel,Ophuls André,Harris,,,
5867,Lennart,,Ehrenborg,,,
5893,Kieth,,Merrill,1940-01-01,United States,
5896,Harold,,Farberman,,,
5894,Douglas,Kent,Hall,1938-01-01,United States,2008-01-01
5874,André,Gazut Jürgen,Thieme,,,
5880,Otto,,Ketting,,,
5895,Reed,,Smoot,1862-01-01,United States,1941-01-01
5878,Howard,SmithSarah,Kernochan,,,
5879,Lawrence,,Silk,,,
5909,Edmund,,Penney,,,
5908,Herbert,,Kline,,,
5907,Billy,,Goldenberg,1936-01-01,US,2020-01-01
5890,Jack,Beckett Leo,Rivers,,,
5911,Gene,Fowler,Jr.,1917-01-01,United States,1998-01-01
5887,Robert,Hendrickson Laurence,Merrick,,,
5915,Bert,,Schneider,1933-01-01,United States,2011-01-01
5917,Jill,,Godmilow,,,
5914,Richard,,Pearce,,,
5901,Bengt,von zur,Muehlen,,,
5898,Franz,,Baake,,,
5903,Dennis,B.,Kane,,,
5900,Bengt,von zur,Mühlen,,,
5902,Peter,S.,Brown,,,
5904,Kenneth,M.,Rosen,,,
5913,Peter,,Davis,,,
5916,Judy,,Collins,1939-01-01,United States,
5899,Jost,von,Morr,,,
5892,Eckehard,,Munck,,,
5905,David,,Newhouse,,,
5923,Jacques,,Ehrlich,,France,1953-01-01
5889,Clancy,,Syrko,,,
5888,Joan,Huntington Laurence,Merrick,,,
5910,Gertrude,Ross MarksEdmund F.,Penney,,,
5926,Stephen,,Milne,,,
5912,Víctor,,Gaitán,,,
5906,Mike,HooverDavid,Myers,,,
5929,F.,R.,Crawley,1911-01-01,Ontario,1987-01-01
5930,Judith,,Crawley,1914-01-01,Canada,1986-01-01
5897,John,D.,Goodell,,,
5933,Larry,,Crosley,,,
5936,Craig,,Safan,1948-01-01,United States,
5919,Jil,,Godmilow,,,
5942,Claudia,,Weill,1947-01-01,United States,
5939,Luis,,Valdez,1940-01-01,United States,
5940,National,Geographic,Society,,,
5921,Haim,,Gouri,1923-01-01,Mandate Palestine,2018-01-01
5920,Coulter,,Watt,,,
5918,Judy,CollinsJill,Godmilow,,,
5924,Eugene,S.,Jones,,,
5922,David,BergmanJacques EhrlichHaim GouriBeit Lohamei,HaGhettaot,,,
5938,Peter,,Matthiessen,1927-01-01,United States,2014-01-01
5928,Natalie,R.,Jones,,,
5925,Eugene,S. JonesNatalie R.,Jones,,,
5946,Lora,,Hays,,,
5945,Barbara,,Kopple,1946-01-01,US,
5935,Keith,CritchlowWalter F.,Parkes,,,
5932,Mitsuji,,Kanau,,,
5931,Bob,CooperMillie,Moore,,,
5954,Michael,,Firth,,,
5934,Keith,F.,Critchlow,,,
5937,Glen,,Pearcy,,,
5955,Molly,,Gregory,1914-01-01,,2006-01-01
5959,David,,Koff,1939-01-01,United States,2014-01-01
5963,Shusha,,Guppy,1935-01-01,Iran,2008-01-01
5962,G.T.,,Moore,1949-01-01,United Kingdom,
5943,Aviva,SlesinClaudia,Weill,,,
5964,James,de B.,Domville,,,
5927,Tony,,Mander,,,
5965,Abbey,Jack,Neidik,,,
5968,Janet,,Peoples,1938-01-01,United States,
5950,Arnie,,Reisman,,,
5969,Jon,,Else,1944-01-01,United States,
5952,James,,Gutman,,,
5944,Joan,WeidmanClaudia,Weill,,,
5941,Hyman,,Kaufman,,,
5967,John,,Korty,1936-01-01,United States,2022-01-01
5948,Hazel,DickensMerle TravisDavid,Morris,,,
5970,Ed,,Bogas,1942-01-01,US,
5953,David,Helpern,Jr.,,,
5949,David,,Helpern,,,
5951,Barry,,Abrams,,,
5947,Kevin,KeatingHart,Perry,,,
5977,Colin,,Low,,,
5971,Robert,,Dornhelm,1947-01-01,Romania,
5972,Earle,,Mack,,,
5981,Arla,,Saare,,,
5956,Michael,,Economou,,,
5958,Anthony,,Howarth,,,
5980,Harry,,Rasky,1928-01-01,Canada,2007-01-01
5979,Donald,,Douglas,,,
5976,Tony,,Ianzelo,1935-01-01,Ontario,
5983,Jim,,Klein,,,
5960,Carolyn,,Hicks,,,
5961,Michael,,Dodds,,,
5957,Geoff,,Cocks,,,
5989,Arnold,,Shapiro,1941-01-01,United States,
5991,William,,Moffitt,1925-01-01,Germany,1958-01-01
5985,Julia,,Reichert,1946-01-01,United States,2022-01-01
5994,Joan,,Root,,,2006-01-01
5966,Alain,,Clavier,,,
5995,Alan,,Root,,,
5975,Karl,,Kofler,,,
5973,Beth,,Gutcheon,1945-01-01,,
5982,Kenneth,W.,Gregg,,,
5974,Tina,,Frese,,,
5978,Torben,SchiolerDonald,Douglas,,,
5984,Miles,,Mogulescu,,,
5990,Bob,,Niemack,,,
6004,Steve,,Gray,,,
5988,Tony,HerizaSherry,Novick,,,
5993,Guy,,Tabary,,,
6007,Ira,,Wohl,,,
5986,Jim,KleinMiles MogulescuJulia,Reichert,,,
5992,Denise,de Casabianca Claude,Lamorisse,,,
5987,Jim,KleinJulia,Reichert,,,
5996,Joan,RootAlan,Root,,,
5998,Luiz,Carlos,Saldanha,,,
6001,Vera,,Freire,,,
6011,John,,Hiller,,,
6000,Jean-Pierre,DutilleuxLuiz Carlos SaldanhaBarry Hugh,Williams,,,
5997,Jean-Pierre,,Dutilleux,,,
6019,Tom,,Priestley,1932-01-01,United Kingdom,2023-01-01
6021,Brit,,Hume,1943-01-01,United States,
6002,Lorraine,,Gray,,,
6013,Paul,,Cowan,,,
6003,Anne,BohlenLyn GoldfarbLorraine,Gray,,,
6024,Wisconsin,Educational Television,Network,,,
5999,Jean-Pierre,DutilleuxLuiz Carlos,Saldanha,,,
6008,Tom,,McDonough,,,
6009,David,,Vassar,,,
6026,Dan,,Lerner,,,
6005,Anne,,Bohlen,,,
6006,Lyn,Goldfarb and Lorraine,Gray,,,
6010,David,VassarAndrew,Finley,,,
6027,Richard,,March,,,
6028,From,Mao to Mozart: Isaac Stern in,China,,,
6035,David,,Bradbury,,,
6014,Jacques,,Bobet,,,
6032,Jon,H.,Else,1944-01-01,United States,
6020,Tom,PriestleySteve,Singer,,,
6017,Georges,Dufaux Pierre Letarte Tony Westman Paul,Cowan,,,
6018,Steve,,Singer,,,
6016,Paul,Cowan Steven Kellar Jeepy Macadam Rosemarie,Shapley,,,
6030,Jude,,Cassidy,,,
6015,Robert,,Verrall,1928-01-01,Canada,2025-01-01
6034,Martin,,Bresnick,,,
6039,Arnold,,Schwartzman,,,
6040,Rabbi,Marvin,Hier,1939-01-01,United States,
6045,Jim,,Burroughs,1958-01-01,United States,
6012,David,A.,Vassar,,,
6023,Greg,,Andracke,,,
6025,Chuck,,France,,,
6022,Pat,CookGerald Kline Walter,Esserfeld,,,
6046,Fort,Chaffee,Arkansas,,,
6041,Martin,,Gilbert,1936-01-01,United Kingdom,2015-01-01
6048,Mariel,,Cuba,,,
6042,Marvin,,Hier,1939-01-01,United States,
6056,Amy,,Stechler,,,
6054,WETA-TV,,WETA-TV,,,
6036,Dieter,,Hildebr,,,
6033,Tom,McDonoughDavid EsparStephen,Lighthill,,,
6047,Key,,West,,,
6031,Anthony,,Forma,,,
6029,Ross,,Spears,,,
6059,Boyd,,Estus,,,
6064,Deborah,,Shaffer,,,
6065,Newton,Thomas,Sigel,1955-01-01,United States,
6043,Bob,,Jenkis,,,
6044,Peter,,Shillingford,,,
6055,WNET,,WNET,,,
6053,Ken,,Burns,1953-01-01,United States,
6068,Glenn,,Sarty,1930-01-01,Canada,2007-01-01
6038,Nicolas,,Joray,,,
6070,John,,Griffin,,,
6071,Sturla,,Gunnarsson,1951-01-01,Iceland,
6050,Suzanne,BaumanPaul,Neshamkin,,,
6051,Suzanne,,Bauman,,,
6073,Steve,,Lucas,1952-01-01,Canada,
6057,Ken,BurnsBuddy,Squires,,,
6058,Mary,,Benjamin,,,
6052,Paul,Neshamkin and Jim,Burroughs,,,
6049,John,,Brousek,,,
6081,Robert,,Chappell,,,
6083,ABC,Video,Enterprises,,,
6066,Tete,,Vasconcellos,,,
6060,Susanne,,Simpson,,,
6061,Glenn,,Silber,,,
6062,Tetê,,Vasconcellos,,,
6085,Emile,,Ardolino,1943-01-01,United States,1993-01-01
6086,Edgar,J.,Scherick,1924-01-01,US,2002-01-01
6063,Claudia,,Vianello,,,
6088,Richard,,Kotuk,1943-01-01,United States,1998-01-01
6069,Gordon,,McClennan,,,
6067,John,,Zaritsky,1943-01-01,Canada,2022-01-01
6072,Sturla,GunnarssonArthur HammondSteve,Lucas,,,
6075,Andreas,,Poulsson,,,
6076,Michel,,Chalufour,,,
6074,Roger,,Mattiussi,,,
6091,Bob,,Connolly,,,
6079,Meg,,Switzgable,,,
6078,Michael,AmbrosinoMichel ChalufourJohn,Karol,,,
6077,John,,Karol,,,
6094,Dennis,,O'Rourke,1945-01-01,Australia,2013-01-01
6082,Muriel,,Balash,,,
6080,Mona,,Davis,,,
6084,Joseph,,Wishy,,,
6099,John,,Kramer,,,
6090,Robin,,Anderson,,,
6100,Gwynne,,Dyer,1943-01-01,Dominion of Newfoundland,
6103,Martin,,Duckworth,1933-01-01,Canada,
6087,Ara,,Chekmayan,,,
6102,Sandi,,Sissel,1949-01-01,1949,
6105,Rob,,Epstein,1955-01-01,United States,
6107,Deborah,,Hoffmann,1947-01-01,1947,
6109,Charles,,Guggenheim,1924-01-01,United States,2002-01-01
6108,Frances,,Reid,1914-01-01,United States,2010-01-01
6111,Wayne,,Ewing,1927-01-01,United States,1986-01-01
6089,Chuck,,Levey,,,
6093,Martyn,DownStewart,Young,,,
6092,Robin,AndersonBob,Connolly,,,
6097,Bill,,Brind,,,
6095,Michael,,Bryans,,,
6114,Bayerischer,,Rundfunk,,,
6096,Tina,,Viljoen,,,
6104,David,K.,Dunaway,,,
6098,Barrie,,Howells,,,
6110,Charles,GuggenheimNancy,Sloss,,,
6106,Rob,EpsteinCarter WilsonJudith,Coburn,,,
6101,James,KleinJulia,Reichert,,,
6115,Maximilian,SchellMeir,Dohnal,,,
6113,Alex,W.,Drehsler,,,
6112,Frank,,Christopher,,,
6121,Cheryl,,McCall,,,
6123,Victoria,,Mudd,,,
6117,Henry,HauckPavel HisplerIvan,Slapeta,,,
6124,Joanne,D'AntonioMaria FlorioVictoria MuddVivien,Hillgrove,,,
6128,Maria,,Florio,,,
6134,Filmworks,,Filmworks,,,
6131,Susana,Blaustein MuñozLourdes,Portillo,,,
6122,Nancy,,Baker,,,
6133,Malcolm,,Clarke,,,
6125,Baird,,Bryant,,,
6129,Susana,Blaustein,Muñoz,,,
6132,Irving,,Saraf,1932-01-01,,
6116,Heidi,,Genée,1938-01-01,Germany,2005-01-01
6118,Nicolas,,Economou,1953-01-01,Cyprus,1993-01-01
6119,Zev,,Braun,1928-01-01,United States,2019-01-01
6137,Bernard,,Weisberger,1922-01-01,United States,2024-01-01
6139,Steven,,Okazaki,1952-01-01,United States,
6135,Japhet,,Asher,1961-01-01,United Kingdom,
6126,Frederick,,Elmes,1946-01-01,United States,
6130,Lourdes,,Portillo,1943-01-01,Mexico,2024-01-01
6120,Martin,,Bell,1938-01-01,United Kingdom,
6136,Geoffrey,C.,Ward,,,
6142,Don,,Haig,1933-01-01,Canada,2002-01-01
6143,Mark,,Irwin,1950-01-01,Canada,
6127,Laura,,Nyro,1947-01-01,United States,1997-01-01
6145,Joseph,,Feury,,,
6146,Milton,Moses,Ginsberg,1935-01-01,United States,2021-01-01
6150,Inti-Illimani,,Inti-Illimani,,,
6144,Artie,,Shaw,1910-01-01,United States,2004-01-01
6152,Kirk,,Simon,1954-01-01,United States,2018-01-01
6156,Peter,,Kinoy,,,
6141,Brigitte,,Berman,,,
6162,Orlando,,Bagwell,,,
6159,Aviva,,Slesin,,,
6163,Callie,,Crossley,,United States,
6164,Louis,,Massiah,,,
6138,Buddy,,Squires,,,
6166,Jacqueline,,Shearer,,,
6165,Samuel,D.,Pollard,,United States,
6167,Paul,,Stekler,,,
6169,Lillian,,Benson,,,
6170,Jeanne,,Jordan,,,
6171,Michael,,Camerini,,,
6173,James,,MacDonald,,,
6151,Amram,,Nowak,,,
6148,Tom,,Manoff,,,
6140,Jane,,Kaihatsu,,,
6175,Robert,,Stone,,,
6147,Tom,,Hurwitz,,,
6176,Kevin,,Rafferty,1947-01-01,United States,2020-01-01
6168,Henry,,Hampton,1940-01-01,United States,1998-01-01
6174,John,W.,Dower,1938-01-01,United States,
6153,Riva,,Freifeld,,,
6178,Nigel,,Noble,1943-01-01,United Kingdom,
6181,Robert,,Bilheimer,,,
6184,Bruce,,Weber,,,
6157,Laurence,,Solomon,,,
6155,Sharon,I.,Sopher,,,
6158,Peter,,Tischhauser,,,
6160,Peter,,Foges,,,
6185,Angelo,,Corrao,,Italy,
6186,Jeff,,Preiss,,,
6179,Cyril,,Christo,1960-01-01,France,
6149,David,,Knaus,,,
6190,Renee,,Tajima-Peña,,United States,
6189,Christine,,Choy,,China,
6187,Chet,,Baker,1929-01-01,United States,1988-01-01
6172,John,,Junkerman,,,
6192,WTVS,,WTVS,,,
6195,Jeffrey,,Friedman,,,
6196,Bill,,Couturié,,,
6199,Jean,de,Segonzac,,,
6200,Bobby,,McFerrin,1950-01-01,United States,
6206,Bill,,Guttentag,,United States,
6183,Tom,McMurtryWilliam,Tadler,,,
6177,John,RayterRobert,Stone,,,
6161,Mary,Jo,Kaplan,,,
6180,Barbara,,Herbich,,,
6154,Jerry,PantzerGreg AndrakeKirk,Simon,,,
6182,Ronald,,Mix,,,
6210,Fred,,Miller,,,
6188,Ginny,,Durrin,,,
6208,Tangerine,,Dream,,,
6213,Roger,,Eno,1959-01-01,United Kingdom,
6191,Film,News Now,Foundation,,,
6194,Kyle,,Kibbe,,,
6214,Daniel,,Lanois,1951-01-01,Canada,
6212,Brian,,Eno,1948-01-01,United Kingdom,
6193,Holly,,Fisher,,,
6197,Rob,EpsteinJeffrey FriedmanCindy,Ruskin,,,
6218,Mark,,Adler,1959-01-01,United States,
6204,Yvonne,,Smith,,,
6198,Rob,EpsteinJeffrey,Friedman,,,
